Mission ID,Launch_Year,Launch_Month,Launch_Day,Country,Agency,Rocket,Launch_Site,Payload_kg,Launch_Cost_USD,Fuel_Used_Tons,Mission_Duration_Days,Delay_Days,Crew_Size,Weather,Orbit_Type,Satellite_Type,Mission_Status,Failure_Reason,Revenue_USD
4059,2014,10,17,France,SpaceX,Ariane 6,Tanegashima Space Center,25839,107000000,86,287,11,0,Cloudy,Polar,Communication,Success,No Failure,256000000
4060,2014,8,22,Japan,SpaceX,Starship,Kennedy Space Center,11059,116000000,899,244,6,0,Storm,MEO,Weather,Success,No Failure,304000000
4061,2003,6,11,UAE,ISRO,Starship,Satish Dhawan Space Centre,3908,497000000,193,76,11,5,Cloudy,Sun-Synchronous,Communication,Success,No Failure,634000000
4062,2006,10,5,UAE,Roscosmos,Starship,Guiana Space Centre,24378,185000000,606,84,10,7,Cloudy,Sun-Synchronous,Weather,Success,No Failure,197000000
4063,2012,1,23,China,CNSA,Soyuz,Baikonur Cosmodrome,18568,469000000,760,364,11,6,Cloudy,MEO,Navigation,Success,No Failure,485000000
4064,2002,3,25,UAE,Roscosmos,GSLV Mk III,Jiuquan Satellite Launch Center,46644,315000000,799,312,7,0,Cloudy,LEO,Navigation,Success,No Failure,489000000
4065,2015,1,9,China,Roscosmos,Falcon 9,Guiana Space Centre,34137,425000000,690,292,1,3,Rain,MEO,Communication,Success,No Failure,454000000
4066,2008,10,16,France,Roscosmos,Starship,Satish Dhawan Space Centre,38391,222000000,742,307,1,7,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,417000000
4067,2007,6,19,UAE,ISRO,GSLV Mk III,Tanegashima Space Center,27809,466000000,77,147,4,1,Clear,Polar,Scientific,Success,No Failure,564000000
4068,2019,4,8,USA,NASA,Ariane 6,Kennedy Space Center,32891,206000000,998,337,3,2,Clear,LEO,Navigation,Success,No Failure,234000000
4069,2012,12,4,India,ISRO,Falcon Heavy,Tanegashima Space Center,25989,479000000,861,360,11,7,Clear,Sun-Synchronous,Scientific,Success,No Failure,515000000
4070,2016,2,5,Russia,CNSA,Long March 5,Guiana Space Centre,28207,294000000,628,5,13,6,Clear,GEO,Military,Success,No Failure,389000000
4071,2016,7,19,India,NASA,Falcon Heavy,Jiuquan Satellite Launch Center,24096,39000000,803,101,9,1,Storm,Polar,Navigation,Success,No Failure,212000000
4072,2016,9,9,India,CNSA,Falcon 9,Satish Dhawan Space Centre,23611,394000000,924,100,1,6,Cloudy,Polar,Weather,Success,No Failure,591000000
4073,2000,11,5,Japan,ESA,Starship,Kennedy Space Center,17426,92000000,293,173,8,5,Rain,MEO,Weather,Success,No Failure,124000000
4074,2007,3,14,China,ESA,H-IIA,Satish Dhawan Space Centre,35471,446000000,728,108,8,4,Rain,Sun-Synchronous,Scientific,Success,No Failure,613000000
4075,2018,10,16,Japan,JAXA,H-IIA,Satish Dhawan Space Centre,19819,461000000,315,270,12,2,Cloudy,Sun-Synchronous,Weather,Success,No Failure,596000000
4076,2005,11,14,France,JAXA,Falcon Heavy,Jiuquan Satellite Launch Center,17635,357000000,100,28,9,5,Storm,MEO,Weather,Success,No Failure,405000000
4077,2002,9,23,Russia,NASA,Long March 5,Guiana Space Centre,35379,380000000,158,245,12,7,Rain,Sun-Synchronous,Communication,Success,No Failure,498000000
4078,2004,11,1,France,ISRO,GSLV Mk III,Tanegashima Space Center,7776,329000000,447,265,11,0,Cloudy,Sun-Synchronous,Communication,Success,No Failure,453000000
4079,2012,1,19,USA,CNSA,H-IIA,Satish Dhawan Space Centre,26562,101000000,384,315,3,7,Clear,Polar,Weather,Success,No Failure,176000000
4080,2014,10,18,Russia,CNSA,GSLV Mk III,Satish Dhawan Space Centre,15086,315000000,183,38,1,0,Storm,LEO,Navigation,Success,No Failure,428000000
4081,2013,6,26,Japan,JAXA,Falcon Heavy,Satish Dhawan Space Centre,21845,375000000,728,93,2,4,Cloudy,GEO,Weather,Success,No Failure,418000000
4082,2022,11,10,UAE,JAXA,Ariane 6,Kennedy Space Center,19441,46000000,129,153,7,2,Rain,GEO,Military,Success,No Failure,192000000
4083,2015,1,10,UAE,SpaceX,Ariane 6,Satish Dhawan Space Centre,2071,160000000,387,328,12,3,Rain,LEO,Navigation,Success,No Failure,253000000
4084,2017,11,13,Japan,CNSA,Starship,Satish Dhawan Space Centre,39852,66000000,660,48,10,3,Storm,GEO,Military,Success,No Failure,183000000
4085,2021,6,14,France,ISRO,Long March 5,Guiana Space Centre,10449,475000000,481,130,7,0,Rain,LEO,Military,Failure,Engine Failure,596000000
4086,2021,4,24,Japan,SpaceX,Falcon 9,Satish Dhawan Space Centre,38042,131000000,714,6,11,0,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,212000000
4087,2010,3,24,Japan,ISRO,Starship,Jiuquan Satellite Launch Center,13061,254000000,530,61,13,0,Cloudy,MEO,Communication,Success,No Failure,441000000
4088,2002,11,18,India,Roscosmos,H-IIA,Jiuquan Satellite Launch Center,33327,170000000,937,258,6,5,Storm,Sun-Synchronous,Scientific,Success,No Failure,259000000
4089,2021,5,14,USA,CNSA,Soyuz,Satish Dhawan Space Centre,29513,394000000,338,339,12,6,Cloudy,MEO,Military,Success,No Failure,404000000
4090,2009,11,24,UAE,Roscosmos,Falcon Heavy,Jiuquan Satellite Launch Center,26493,334000000,644,269,3,4,Rain,LEO,Scientific,Success,No Failure,345000000
4091,2009,6,16,India,ESA,Soyuz,Guiana Space Centre,47370,352000000,151,305,0,6,Storm,Sun-Synchronous,Scientific,Success,No Failure,396000000
4092,2020,3,16,Japan,ESA,H-IIA,Kennedy Space Center,23095,145000000,380,245,9,4,Rain,LEO,Navigation,Success,No Failure,228000000
4093,2015,2,22,China,NASA,Falcon Heavy,Jiuquan Satellite Launch Center,18222,26000000,425,8,8,1,Rain,Polar,Scientific,Success,No Failure,208000000
4094,2011,2,10,India,CNSA,Falcon 9,Jiuquan Satellite Launch Center,25542,69000000,280,265,14,4,Clear,LEO,Navigation,Success,No Failure,88000000
4095,2001,9,21,Japan,JAXA,Starship,Tanegashima Space Center,7501,379000000,500,151,6,2,Cloudy,Sun-Synchronous,Scientific,Failure,Navigation Error,414000000
4096,2008,4,3,UAE,SpaceX,Long March 5,Guiana Space Centre,27386,85000000,813,200,12,4,Cloudy,MEO,Scientific,Success,No Failure,197000000
4097,2023,3,20,Japan,Roscosmos,H-IIA,Jiuquan Satellite Launch Center,8448,406000000,919,329,0,2,Rain,Polar,Military,Success,No Failure,518000000
4098,2002,10,3,USA,ISRO,Ariane 6,Kennedy Space Center,32374,381000000,370,268,13,3,Rain,Sun-Synchronous,Military,Success,No Failure,393000000
4099,2023,9,5,France,CNSA,Ariane 6,Tanegashima Space Center,19355,186000000,473,217,14,6,Rain,Sun-Synchronous,Weather,Success,No Failure,369000000
4100,2024,7,27,Russia,NASA,Starship,Satish Dhawan Space Centre,48894,490000000,74,338,4,1,Rain,Sun-Synchronous,Weather,Success,No Failure,625000000
4101,2014,5,10,India,ISRO,Falcon Heavy,Guiana Space Centre,25795,271000000,618,210,2,4,Clear,Polar,Navigation,Success,No Failure,447000000
4102,2002,6,26,India,Roscosmos,Ariane 6,Jiuquan Satellite Launch Center,26311,282000000,465,363,1,3,Rain,Sun-Synchronous,Military,Success,No Failure,392000000
4103,2018,8,5,India,CNSA,GSLV Mk III,Satish Dhawan Space Centre,42022,215000000,351,171,2,2,Rain,MEO,Weather,Success,No Failure,402000000
4104,2017,12,28,Japan,JAXA,Soyuz,Guiana Space Centre,42442,202000000,149,101,5,7,Rain,Sun-Synchronous,Scientific,Failure,Software Bug,271000000
4105,2007,7,16,USA,Roscosmos,Long March 5,Tanegashima Space Center,29725,283000000,437,60,11,1,Storm,GEO,Military,Success,No Failure,379000000
4106,2025,9,10,Japan,CNSA,Long March 5,Jiuquan Satellite Launch Center,46314,307000000,168,323,6,7,Storm,LEO,Scientific,Success,No Failure,463000000
4107,2016,11,4,Japan,CNSA,Ariane 6,Kennedy Space Center,41369,294000000,712,29,9,3,Storm,GEO,Scientific,Success,No Failure,313000000
4108,2007,5,18,France,Roscosmos,H-IIA,Guiana Space Centre,21223,137000000,641,153,8,2,Storm,MEO,Navigation,Success,No Failure,150000000
4109,2006,10,5,China,Roscosmos,Starship,Kennedy Space Center,8379,415000000,380,66,12,1,Cloudy,MEO,Military,Success,No Failure,521000000
4110,2006,2,9,USA,ISRO,Starship,Satish Dhawan Space Centre,41068,332000000,711,239,9,0,Storm,LEO,Scientific,Success,No Failure,508000000
4111,2002,4,1,India,NASA,Falcon Heavy,Satish Dhawan Space Centre,10049,413000000,408,5,11,4,Storm,MEO,Navigation,Success,No Failure,499000000
4112,2000,2,4,Russia,Roscosmos,GSLV Mk III,Tanegashima Space Center,27838,481000000,175,124,14,0,Storm,MEO,Communication,Success,No Failure,565000000
4113,2003,5,21,India,ESA,H-IIA,Tanegashima Space Center,18669,366000000,338,95,10,0,Cloudy,Sun-Synchronous,Communication,Success,No Failure,418000000
4114,2024,3,25,Japan,NASA,H-IIA,Baikonur Cosmodrome,47466,296000000,602,5,6,0,Rain,LEO,Scientific,Success,No Failure,403000000
4115,2004,10,28,USA,ESA,H-IIA,Baikonur Cosmodrome,35230,423000000,751,85,11,3,Cloudy,GEO,Scientific,Success,No Failure,469000000
4116,2000,2,2,UAE,ISRO,Soyuz,Tanegashima Space Center,15636,396000000,983,240,0,0,Clear,Sun-Synchronous,Communication,Success,No Failure,520000000
4117,2014,8,10,USA,Roscosmos,GSLV Mk III,Jiuquan Satellite Launch Center,40514,151000000,489,49,12,7,Clear,Sun-Synchronous,Weather,Success,No Failure,178000000
4118,2004,8,27,USA,NASA,Long March 5,Satish Dhawan Space Centre,42648,166000000,624,26,6,6,Storm,GEO,Navigation,Success,No Failure,204000000
4119,2012,5,23,China,JAXA,GSLV Mk III,Kennedy Space Center,6465,48000000,766,327,12,6,Clear,MEO,Scientific,Success,No Failure,231000000
4120,2007,5,13,India,Roscosmos,Ariane 6,Tanegashima Space Center,3178,346000000,390,98,0,5,Storm,Polar,Communication,Success,No Failure,533000000
4121,2007,5,17,China,CNSA,Falcon Heavy,Jiuquan Satellite Launch Center,22989,339000000,253,270,12,0,Clear,Polar,Communication,Success,No Failure,493000000
4122,2004,4,8,UAE,Roscosmos,GSLV Mk III,Kennedy Space Center,46636,244000000,1000,274,7,3,Cloudy,MEO,Communication,Success,No Failure,404000000
4123,2008,10,2,UAE,JAXA,H-IIA,Baikonur Cosmodrome,44467,475000000,228,313,1,4,Storm,Sun-Synchronous,Communication,Success,No Failure,490000000
4124,2000,3,1,France,NASA,Soyuz,Kennedy Space Center,38575,158000000,395,236,1,7,Cloudy,GEO,Communication,Success,No Failure,330000000
4125,2003,11,20,Russia,Roscosmos,Long March 5,Tanegashima Space Center,20007,308000000,882,209,0,6,Storm,Polar,Communication,Success,No Failure,438000000
4126,2002,7,25,France,Roscosmos,Falcon 9,Satish Dhawan Space Centre,36411,300000000,154,25,8,5,Rain,Sun-Synchronous,Scientific,Success,No Failure,346000000
4127,2001,1,4,Japan,SpaceX,Long March 5,Tanegashima Space Center,36068,436000000,362,326,11,1,Storm,Polar,Navigation,Success,No Failure,534000000
4128,2007,1,5,China,SpaceX,H-IIA,Guiana Space Centre,49975,45000000,135,133,12,1,Storm,GEO,Communication,Success,No Failure,103000000
4129,2022,8,27,China,NASA,Falcon 9,Jiuquan Satellite Launch Center,32581,311000000,972,181,14,4,Clear,Sun-Synchronous,Communication,Failure,Engine Failure,451000000
4130,2008,9,14,France,NASA,Soyuz,Jiuquan Satellite Launch Center,23086,286000000,490,85,13,3,Clear,LEO,Communication,Success,No Failure,463000000
4131,2001,4,14,Japan,CNSA,Long March 5,Jiuquan Satellite Launch Center,35062,305000000,1000,246,10,0,Storm,Sun-Synchronous,Communication,Success,No Failure,502000000
4132,2013,6,2,USA,CNSA,Long March 5,Guiana Space Centre,43708,332000000,529,39,7,1,Storm,LEO,Communication,Success,No Failure,376000000
4133,2013,4,26,Japan,Roscosmos,Long March 5,Guiana Space Centre,2842,116000000,377,251,8,4,Cloudy,MEO,Military,Success,No Failure,293000000
4134,2003,5,26,India,ESA,Long March 5,Satish Dhawan Space Centre,44860,157000000,300,114,7,4,Storm,GEO,Military,Failure,Weather,353000000
4135,2005,3,12,France,NASA,Falcon Heavy,Jiuquan Satellite Launch Center,10667,496000000,531,267,3,0,Clear,Polar,Communication,Success,No Failure,637000000
4136,2010,3,2,Japan,JAXA,Starship,Tanegashima Space Center,34575,300000000,899,102,8,4,Storm,MEO,Communication,Success,No Failure,478000000
4137,2002,1,13,USA,Roscosmos,Long March 5,Guiana Space Centre,48803,115000000,53,227,14,3,Cloudy,MEO,Weather,Success,No Failure,179000000
4138,2007,7,25,Japan,ESA,Falcon Heavy,Tanegashima Space Center,48213,471000000,882,254,7,3,Cloudy,Sun-Synchronous,Weather,Success,No Failure,613000000
4139,2002,2,28,China,SpaceX,Soyuz,Baikonur Cosmodrome,47952,76000000,233,227,0,5,Storm,Sun-Synchronous,Navigation,Success,No Failure,150000000
4140,2013,11,22,Russia,CNSA,Long March 5,Jiuquan Satellite Launch Center,1955,142000000,742,249,9,1,Clear,LEO,Military,Success,No Failure,310000000
4141,2012,5,22,China,JAXA,GSLV Mk III,Guiana Space Centre,26793,250000000,349,281,13,2,Rain,LEO,Scientific,Success,No Failure,319000000
4142,2012,11,8,UAE,NASA,Long March 5,Guiana Space Centre,43889,309000000,577,158,4,7,Storm,MEO,Navigation,Success,No Failure,489000000
4143,2001,11,19,Russia,Roscosmos,Ariane 6,Satish Dhawan Space Centre,38659,105000000,655,2,13,4,Cloudy,MEO,Navigation,Success,No Failure,123000000
4144,2012,1,16,UAE,SpaceX,Long March 5,Tanegashima Space Center,3039,480000000,840,212,8,3,Cloudy,Sun-Synchronous,Communication,Success,No Failure,580000000
4145,2018,6,27,Japan,ISRO,H-IIA,Satish Dhawan Space Centre,36886,329000000,976,36,12,0,Clear,Sun-Synchronous,Communication,Success,No Failure,440000000
4146,2005,9,22,India,SpaceX,Falcon 9,Satish Dhawan Space Centre,35646,70000000,205,37,11,0,Cloudy,Polar,Scientific,Success,No Failure,265000000
4147,2015,9,11,Japan,Roscosmos,GSLV Mk III,Tanegashima Space Center,25950,247000000,483,258,7,2,Storm,GEO,Weather,Success,No Failure,400000000
4148,2001,7,23,USA,CNSA,Long March 5,Baikonur Cosmodrome,19089,25000000,406,240,0,2,Rain,Polar,Communication,Success,No Failure,122000000
4149,2007,5,1,Japan,ESA,Long March 5,Tanegashima Space Center,13219,462000000,577,364,5,2,Clear,GEO,Military,Success,No Failure,560000000
4150,2016,10,17,Russia,JAXA,Long March 5,Baikonur Cosmodrome,34407,329000000,90,91,10,6,Cloudy,MEO,Scientific,Success,No Failure,372000000
4151,2022,2,6,China,JAXA,Falcon Heavy,Satish Dhawan Space Centre,4091,292000000,698,96,5,0,Clear,Sun-Synchronous,Scientific,Success,No Failure,412000000
4152,2001,1,22,India,ISRO,H-IIA,Baikonur Cosmodrome,21598,429000000,307,187,1,4,Storm,Polar,Communication,Success,No Failure,473000000
4153,2009,3,24,UAE,JAXA,Soyuz,Jiuquan Satellite Launch Center,5214,363000000,415,260,10,3,Rain,GEO,Scientific,Success,No Failure,489000000
4154,2015,8,2,Japan,ISRO,Falcon 9,Baikonur Cosmodrome,44133,412000000,604,219,1,0,Storm,LEO,Weather,Success,No Failure,587000000
4155,2005,10,25,Japan,CNSA,Long March 5,Baikonur Cosmodrome,26621,21000000,115,350,0,3,Clear,GEO,Communication,Success,No Failure,80000000
4156,2001,2,26,China,ISRO,Soyuz,Guiana Space Centre,27919,295000000,913,195,5,7,Rain,GEO,Weather,Success,No Failure,398000000
4157,2001,11,7,India,NASA,H-IIA,Guiana Space Centre,30103,110000000,257,46,8,2,Storm,Sun-Synchronous,Weather,Success,No Failure,259000000
4158,2025,10,1,France,Roscosmos,Falcon 9,Satish Dhawan Space Centre,5167,281000000,294,365,7,7,Clear,Polar,Military,Success,No Failure,387000000
4159,2012,5,16,UAE,JAXA,Falcon 9,Tanegashima Space Center,8957,261000000,292,358,4,5,Rain,MEO,Communication,Success,No Failure,428000000
4160,2023,9,13,Japan,ISRO,Ariane 6,Baikonur Cosmodrome,49025,494000000,638,65,7,1,Clear,Polar,Military,Success,No Failure,675000000
4161,2014,12,3,Japan,SpaceX,H-IIA,Jiuquan Satellite Launch Center,8793,394000000,994,227,1,4,Storm,MEO,Military,Success,No Failure,497000000
4162,2001,3,21,France,ESA,Falcon 9,Guiana Space Centre,48600,265000000,780,56,11,5,Clear,LEO,Scientific,Success,No Failure,393000000
4163,2006,10,24,UAE,Roscosmos,H-IIA,Tanegashima Space Center,24738,491000000,430,204,10,2,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,624000000
4164,2002,8,27,Russia,CNSA,H-IIA,Jiuquan Satellite Launch Center,24042,98000000,272,35,5,2,Clear,GEO,Communication,Success,No Failure,227000000
4165,2007,8,7,Russia,JAXA,Long March 5,Baikonur Cosmodrome,20857,330000000,914,119,11,3,Cloudy,Polar,Weather,Success,No Failure,341000000
4166,2022,1,18,USA,SpaceX,Falcon Heavy,Tanegashima Space Center,26610,323000000,70,238,1,0,Rain,Polar,Scientific,Failure,Communication Failure,432000000
4167,2013,4,7,China,NASA,Long March 5,Jiuquan Satellite Launch Center,35537,77000000,196,101,7,1,Rain,MEO,Military,Failure,Communication Failure,95000000
4168,2023,4,23,India,ISRO,Long March 5,Kennedy Space Center,19367,244000000,417,279,11,4,Storm,Polar,Military,Success,No Failure,324000000
4169,2022,6,12,Japan,SpaceX,Soyuz,Jiuquan Satellite Launch Center,18097,445000000,362,225,1,7,Clear,GEO,Communication,Success,No Failure,466000000
4170,2021,9,8,UAE,Roscosmos,Starship,Jiuquan Satellite Launch Center,11684,221000000,638,334,4,6,Cloudy,MEO,Scientific,Success,No Failure,392000000
4171,2006,5,21,Japan,JAXA,Starship,Baikonur Cosmodrome,21313,424000000,365,44,12,7,Cloudy,GEO,Weather,Success,No Failure,512000000
4172,2020,8,6,USA,SpaceX,Ariane 6,Tanegashima Space Center,25982,25000000,452,1,11,1,Storm,MEO,Military,Success,No Failure,211000000
4173,2006,3,14,UAE,NASA,H-IIA,Baikonur Cosmodrome,26657,49000000,916,219,6,2,Clear,GEO,Scientific,Success,No Failure,237000000
4174,2000,11,20,UAE,ESA,Starship,Baikonur Cosmodrome,43064,170000000,497,216,6,1,Cloudy,MEO,Weather,Success,No Failure,319000000
4175,2016,11,28,Japan,ISRO,Soyuz,Kennedy Space Center,16160,55000000,596,140,3,4,Storm,Sun-Synchronous,Scientific,Success,No Failure,176000000
4176,2008,3,2,China,Roscosmos,GSLV Mk III,Jiuquan Satellite Launch Center,15186,129000000,175,276,7,2,Storm,Polar,Military,Success,No Failure,264000000
4177,2020,10,14,USA,JAXA,Ariane 6,Tanegashima Space Center,39263,140000000,978,112,13,4,Clear,GEO,Military,Success,No Failure,155000000
4178,2012,7,3,China,ISRO,Soyuz,Satish Dhawan Space Centre,33837,260000000,884,243,6,6,Clear,LEO,Weather,Success,No Failure,295000000
4179,2020,7,25,USA,ISRO,Falcon 9,Guiana Space Centre,24979,278000000,545,354,9,1,Clear,Sun-Synchronous,Scientific,Success,No Failure,336000000
4180,2018,11,15,Japan,CNSA,Long March 5,Baikonur Cosmodrome,34813,109000000,793,6,4,5,Cloudy,Sun-Synchronous,Military,Success,No Failure,297000000
4181,2020,5,18,USA,ISRO,GSLV Mk III,Baikonur Cosmodrome,1408,437000000,648,277,13,7,Storm,GEO,Scientific,Success,No Failure,520000000
4182,2018,9,8,Russia,SpaceX,Falcon 9,Baikonur Cosmodrome,37730,49000000,865,103,3,7,Clear,GEO,Communication,Success,No Failure,143000000
4183,2024,12,8,UAE,SpaceX,Ariane 6,Baikonur Cosmodrome,4583,485000000,749,301,13,6,Rain,LEO,Weather,Success,No Failure,663000000
4184,2024,11,6,India,ESA,Long March 5,Guiana Space Centre,3840,484000000,94,70,1,2,Clear,GEO,Navigation,Success,No Failure,504000000
4185,2021,5,28,Japan,NASA,Long March 5,Satish Dhawan Space Centre,40215,256000000,380,361,1,2,Cloudy,LEO,Weather,Success,No Failure,371000000
4186,2016,6,9,France,JAXA,Ariane 6,Kennedy Space Center,32329,390000000,885,187,3,7,Clear,GEO,Military,Success,No Failure,446000000
4187,2022,12,25,India,JAXA,Falcon 9,Satish Dhawan Space Centre,7539,189000000,960,158,7,5,Clear,LEO,Scientific,Success,No Failure,340000000
4188,2022,8,7,Japan,Roscosmos,Soyuz,Guiana Space Centre,40380,168000000,909,138,10,4,Rain,MEO,Weather,Success,No Failure,193000000
4189,2009,11,3,India,SpaceX,Starship,Tanegashima Space Center,11910,393000000,121,331,5,0,Rain,Polar,Navigation,Success,No Failure,446000000
4190,2009,9,16,Russia,ISRO,GSLV Mk III,Kennedy Space Center,7655,107000000,777,257,8,2,Cloudy,Polar,Communication,Success,No Failure,174000000
4191,2003,1,20,India,NASA,H-IIA,Kennedy Space Center,26089,23000000,147,83,1,4,Clear,GEO,Military,Success,No Failure,143000000
4192,2007,2,7,USA,Roscosmos,Ariane 6,Tanegashima Space Center,39938,452000000,320,74,12,4,Clear,GEO,Scientific,Success,No Failure,482000000
4193,2021,8,18,India,JAXA,Ariane 6,Jiuquan Satellite Launch Center,38177,271000000,456,14,6,4,Rain,Polar,Communication,Success,No Failure,422000000
4194,2019,4,19,Japan,Roscosmos,Long March 5,Baikonur Cosmodrome,8897,451000000,493,131,13,7,Clear,Polar,Military,Success,No Failure,486000000
4195,2019,7,2,France,Roscosmos,Falcon Heavy,Guiana Space Centre,48860,492000000,140,196,0,7,Cloudy,LEO,Weather,Success,No Failure,632000000
4196,2017,5,28,France,JAXA,Long March 5,Tanegashima Space Center,49717,70000000,703,168,1,0,Rain,LEO,Weather,Success,No Failure,128000000
4197,2013,12,15,China,Roscosmos,H-IIA,Satish Dhawan Space Centre,12737,43000000,166,212,13,5,Storm,MEO,Navigation,Success,No Failure,93000000
4198,2017,4,23,UAE,ESA,Starship,Satish Dhawan Space Centre,35319,65000000,563,207,10,5,Storm,MEO,Communication,Success,No Failure,93000000
4199,2013,9,4,India,Roscosmos,Long March 5,Jiuquan Satellite Launch Center,502,135000000,942,135,8,3,Storm,LEO,Weather,Failure,Engine Failure,263000000
4200,2019,4,8,France,NASA,Falcon Heavy,Tanegashima Space Center,47294,46000000,92,108,12,5,Storm,MEO,Navigation,Success,No Failure,195000000
4201,2020,12,19,India,SpaceX,Ariane 6,Guiana Space Centre,824,114000000,120,259,7,6,Rain,Sun-Synchronous,Scientific,Success,No Failure,178000000
4202,2023,10,26,UAE,NASA,Soyuz,Jiuquan Satellite Launch Center,39402,386000000,193,119,8,2,Cloudy,LEO,Scientific,Success,No Failure,497000000
4203,2014,6,9,France,ISRO,Long March 5,Jiuquan Satellite Launch Center,17488,454000000,391,219,13,1,Storm,MEO,Communication,Failure,Communication Failure,465000000
4204,2021,5,11,UAE,CNSA,GSLV Mk III,Jiuquan Satellite Launch Center,21775,118000000,807,165,6,4,Storm,MEO,Scientific,Success,No Failure,155000000
4205,2003,4,28,India,ESA,Soyuz,Kennedy Space Center,32561,135000000,845,349,11,1,Clear,GEO,Weather,Success,No Failure,314000000
4206,2012,7,28,Japan,ESA,Falcon Heavy,Kennedy Space Center,36390,295000000,977,154,9,4,Cloudy,GEO,Scientific,Success,No Failure,333000000
4207,2022,10,7,India,ISRO,Falcon 9,Baikonur Cosmodrome,24860,355000000,888,347,14,4,Storm,GEO,Weather,Success,No Failure,367000000
4208,2007,4,1,UAE,JAXA,Long March 5,Guiana Space Centre,16329,114000000,775,25,11,5,Rain,Polar,Navigation,Success,No Failure,210000000
4209,2017,11,23,Japan,NASA,H-IIA,Satish Dhawan Space Centre,19998,218000000,156,43,10,2,Rain,Polar,Weather,Success,No Failure,363000000
4210,2011,6,18,Japan,NASA,Ariane 6,Satish Dhawan Space Centre,11967,165000000,435,115,8,0,Cloudy,Polar,Weather,Success,No Failure,252000000
4211,2022,3,4,China,ISRO,Ariane 6,Baikonur Cosmodrome,846,411000000,505,350,3,0,Storm,LEO,Communication,Success,No Failure,576000000
4212,2013,11,8,France,JAXA,Soyuz,Satish Dhawan Space Centre,13869,174000000,824,44,2,7,Rain,GEO,Scientific,Success,No Failure,353000000
4213,2001,10,19,USA,CNSA,Long March 5,Jiuquan Satellite Launch Center,45614,289000000,343,212,3,1,Clear,GEO,Weather,Success,No Failure,420000000
4214,2017,10,2,Japan,Roscosmos,H-IIA,Baikonur Cosmodrome,14497,421000000,225,285,4,3,Rain,LEO,Communication,Success,No Failure,561000000
4215,2023,12,10,UAE,JAXA,GSLV Mk III,Baikonur Cosmodrome,44018,340000000,156,238,11,0,Cloudy,Polar,Communication,Success,No Failure,409000000
4216,2001,5,4,France,Roscosmos,Long March 5,Tanegashima Space Center,44849,434000000,135,226,9,0,Storm,MEO,Communication,Success,No Failure,553000000
4217,2010,9,11,Russia,SpaceX,Soyuz,Kennedy Space Center,36711,295000000,559,218,13,7,Cloudy,Sun-Synchronous,Military,Success,No Failure,355000000
4218,2008,5,4,India,NASA,Starship,Guiana Space Centre,25186,345000000,276,347,3,5,Rain,GEO,Communication,Success,No Failure,478000000
4219,2011,10,3,UAE,NASA,Soyuz,Guiana Space Centre,33290,275000000,643,246,3,7,Storm,Polar,Communication,Success,No Failure,431000000
4220,2016,7,28,Russia,ISRO,Falcon Heavy,Kennedy Space Center,20700,64000000,378,313,11,3,Cloudy,MEO,Weather,Success,No Failure,77000000
4221,2014,11,22,UAE,ISRO,Soyuz,Jiuquan Satellite Launch Center,10655,20000000,290,364,6,0,Cloudy,GEO,Communication,Success,No Failure,116000000
4222,2024,2,26,India,Roscosmos,Ariane 6,Guiana Space Centre,13574,166000000,51,137,3,2,Storm,GEO,Communication,Failure,Software Bug,310000000
4223,2016,1,21,China,JAXA,GSLV Mk III,Satish Dhawan Space Centre,18591,314000000,300,278,3,2,Clear,Sun-Synchronous,Military,Success,No Failure,364000000
4224,2025,11,19,UAE,NASA,Soyuz,Satish Dhawan Space Centre,44542,394000000,91,70,8,6,Rain,Polar,Military,Success,No Failure,547000000
4225,2025,8,26,Japan,NASA,Soyuz,Guiana Space Centre,7215,174000000,475,6,8,1,Clear,LEO,Communication,Success,No Failure,307000000
4226,2017,2,6,USA,ESA,GSLV Mk III,Tanegashima Space Center,39321,75000000,130,155,13,7,Cloudy,MEO,Communication,Failure,Engine Failure,149000000
4227,2021,9,24,Japan,SpaceX,Soyuz,Guiana Space Centre,20699,419000000,537,256,14,5,Cloudy,MEO,Weather,Success,No Failure,609000000
4228,2005,10,4,India,SpaceX,Ariane 6,Baikonur Cosmodrome,25822,481000000,965,122,4,6,Clear,Polar,Weather,Success,No Failure,673000000
4229,2016,5,14,UAE,Roscosmos,GSLV Mk III,Jiuquan Satellite Launch Center,1014,245000000,311,118,8,1,Rain,MEO,Military,Failure,Navigation Error,274000000
4230,2022,4,16,USA,CNSA,Ariane 6,Baikonur Cosmodrome,3539,26000000,444,308,10,1,Cloudy,LEO,Weather,Success,No Failure,125000000
4231,2023,2,7,Japan,JAXA,Ariane 6,Kennedy Space Center,6361,39000000,758,326,1,5,Storm,MEO,Scientific,Failure,Software Bug,164000000
4232,2017,8,7,USA,NASA,Ariane 6,Jiuquan Satellite Launch Center,19225,178000000,297,209,11,2,Cloudy,Polar,Navigation,Success,No Failure,319000000
4233,2007,2,5,India,ESA,Falcon Heavy,Jiuquan Satellite Launch Center,39604,489000000,379,349,11,1,Cloudy,LEO,Military,Success,No Failure,535000000
